time_epoch,time,temp_c,temp_f,is_day,condition,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,will_it_rain,chance_of_rain,will_it_snow,chance_of_snow,vis_km,vis_miles,gust_mph,gust_kph,state,city
1634841000,2021-10-22 00:00,10.9,51.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.0,9.7,63,ENE,1014.0,29.94,0.0,0.0,56,0,9.8,49.6,9.8,49.6,10.9,51.6,2.5,36.5,0,0,0,0,10.0,6.0,12.8,20.5,Himachal Pradesh,Shimla
1634844600,2021-10-22 01:00,10.8,51.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.1,9.8,63,ENE,1014.0,29.93,0.0,0.0,53,0,9.6,49.3,9.6,49.3,10.8,51.4,1.7,35.0,0,0,0,0,10.0,6.0,12.9,20.8,Himachal Pradesh,Shimla
1634848200,2021-10-22 02:00,10.7,51.3,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.2,10.0,64,ENE,1013.0,29.92,0.0,0.0,50,0,9.5,49.0,9.5,49.0,10.7,51.3,0.8,33.5,0,0,0,0,10.0,6.0,13.0,21.0,Himachal Pradesh,Shimla
1634851800,2021-10-22 03:00,10.6,51.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,65,ENE,1013.0,29.91,0.0,0.0,48,0,9.3,48.7,9.3,48.7,10.6,51.1,0.0,32.0,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Shimla
1634855400,2021-10-22 04:00,11.7,53.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,66,ENE,1013.0,29.92,0.0,0.0,47,1,10.6,51.1,10.6,51.1,11.7,53.0,0.7,33.3,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Shimla
1634859000,2021-10-22 05:00,12.7,54.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,67,ENE,1014.0,29.93,0.0,0.0,46,2,11.9,53.4,11.9,53.4,12.7,54.9,1.4,34.5,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Shimla
1634862600,2021-10-22 06:00,13.8,56.8,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,68,ENE,1014.0,29.94,0.0,0.0,45,3,13.2,55.8,13.2,55.8,13.8,56.8,2.1,35.8,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Shimla
1634866200,2021-10-22 07:00,15.9,60.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",5.2,8.4,58,ENE,1014.0,29.93,0.0,0.0,42,2,15.5,60.0,15.5,60.0,15.9,60.7,3.0,37.5,0,0,0,0,10.0,6.0,10.0,16.1,Himachal Pradesh,Shimla
1634869800,2021-10-22 08:00,18.1,64.5,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.2,6.7,48,NE,1014.0,29.93,0.0,0.0,39,1,17.9,64.2,17.9,64.2,18.1,64.5,4.0,39.1,0,0,0,0,10.0,6.0,6.8,10.9,Himachal Pradesh,Shimla
1634873400,2021-10-22 09:00,20.2,68.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.1,5.0,39,NE,1014.0,29.93,0.0,0.0,37,0,20.2,68.4,20.2,68.4,20.2,68.4,4.9,40.8,0,0,0,0,10.0,6.0,3.6,5.8,Himachal Pradesh,Shimla
1634877000,2021-10-22 10:00,22.0,71.6,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.7,5.9,114,ESE,1013.0,29.91,0.0,0.0,33,0,21.7,71.1,22.0,71.6,21.7,71.1,5.0,41.0,0,0,0,0,10.0,6.0,4.2,6.7,Himachal Pradesh,Shimla
1634880600,2021-10-22 11:00,23.8,74.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.2,6.7,190,S,1012.0,29.89,0.0,0.0,30,0,23.3,73.9,23.8,74.8,23.3,73.9,5.1,41.2,0,0,0,0,10.0,6.0,4.8,7.7,Himachal Pradesh,Shimla
1634884200,2021-10-22 12:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.7,7.6,266,W,1011.0,29.86,0.0,0.0,27,0,24.8,76.6,25.6,78.1,24.8,76.6,5.2,41.4,0,0,0,0,10.0,6.0,5.4,8.6,Himachal Pradesh,Shimla
1634887800,2021-10-22 13:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.8,7.7,264,W,1011.0,29.86,0.0,0.0,29,0,25.0,77.0,25.6,78.1,25.0,77.0,6.4,43.5,0,0,0,0,10.0,6.0,5.4,8.8,Himachal Pradesh,Shimla
1634891400,2021-10-22 14:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.8,7.8,262,W,1011.0,29.85,0.0,0.0,32,0,25.2,77.4,25.6,78.1,25.2,77.4,7.6,45.7,0,0,0,0,10.0,6.0,5.5,8.9,Himachal Pradesh,Shimla
1634895000,2021-10-22 15:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.9,7.9,261,W,1011.0,29.84,0.0,0.0,34,0,25.4,77.7,25.6,78.1,25.4,77.7,8.8,47.8,0,0,0,0,10.0,6.0,5.6,9.0,Himachal Pradesh,Shimla
1634898600,2021-10-22 16:00,23.7,74.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.9,6.2,193,SSW,1011.0,29.86,0.0,0.0,41,0,23.6,74.4,23.7,74.7,23.6,74.4,9.4,49.0,0,0,0,0,10.0,6.0,4.5,7.2,Himachal Pradesh,Shimla
1634902200,2021-10-22 17:00,21.8,71.2,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.8,4.6,125,SE,1012.0,29.89,0.0,0.0,48,0,21.8,71.2,21.8,71.2,21.7,71.1,10.1,50.1,0,0,0,0,10.0,6.0,3.4,5.4,Himachal Pradesh,Shimla
1634905800,2021-10-22 18:00,19.9,67.8,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",1.8,2.9,57,ENE,1013.0,29.91,0.0,0.0,55,0,19.9,67.8,19.9,67.8,19.9,67.8,10.7,51.3,0,0,0,0,10.0,6.0,2.2,3.6,Himachal Pradesh,Shimla
1634909400,2021-10-22 19:00,17.2,62.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.9,4.7,62,ENE,1014.0,29.93,0.0,0.0,55,0,16.9,62.4,16.9,62.4,17.2,62.9,8.0,46.5,0,0,0,0,10.0,6.0,5.1,8.2,Himachal Pradesh,Shimla
1634913000,2021-10-22 20:00,14.4,58.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.0,6.5,67,ENE,1014.0,29.95,0.0,0.0,54,1,13.9,57.0,13.9,57.0,14.4,58.0,5.4,41.7,0,0,0,0,10.0,6.0,7.9,12.7,Himachal Pradesh,Shimla
1634916600,2021-10-22 21:00,11.7,53.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.1,8.3,72,ENE,1015.0,29.97,0.0,0.0,54,1,10.9,51.6,10.9,51.6,11.7,53.1,2.7,36.9,0,0,0,0,10.0,6.0,10.7,17.3,Himachal Pradesh,Shimla
1634920200,2021-10-22 22:00,11.4,52.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.4,8.8,73,ENE,1015.0,29.96,0.0,0.0,52,2,10.5,51.0,10.5,51.0,11.4,52.6,1.9,35.4,0,0,0,0,10.0,6.0,11.4,18.4,Himachal Pradesh,Shimla
1634923800,2021-10-22 23:00,11.2,52.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.7,9.2,75,ENE,1015.0,29.96,0.0,0.0,50,3,10.2,50.3,10.2,50.3,11.2,52.1,1.1,34.0,0,0,0,0,10.0,6.0,12.1,19.4,Himachal Pradesh,Shimla
1634842800,2021-10-22 00:00,23.0,73.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.5,4.0,49,NE,1008.0,29.78,0.0,0.0,35,2,24.0,75.2,23.0,73.4,24.0,75.2,6.7,44.1,0,0,0,0,10.0,6.0,5.1,8.3,Himachal Pradesh,Mandi
1634846400,2021-10-22 01:00,22.5,72.5,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.2,3.5,69,ENE,1008.0,29.77,0.0,0.0,36,1,24.0,75.1,22.5,72.5,24.0,75.1,6.8,44.2,0,0,0,0,10.0,6.0,4.5,7.3,Himachal Pradesh,Mandi
1634850000,2021-10-22 02:00,22.0,71.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",1.9,3.0,90,E,1008.0,29.77,0.0,0.0,38,1,23.9,75.1,22.0,71.6,23.9,75.1,6.9,44.4,0,0,0,0,10.0,6.0,4.0,6.4,Himachal Pradesh,Mandi
1634853600,2021-10-22 03:00,21.5,70.7,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",1.6,2.5,110,ESE,1008.0,29.76,0.0,0.0,39,0,21.5,70.7,21.5,70.7,23.9,75.0,7.0,44.6,0,0,0,0,10.0,6.0,3.4,5.4,Himachal Pradesh,Mandi
1634857200,2021-10-22 04:00,21.1,70.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",1.7,2.8,103,ESE,1008.0,29.76,0.0,0.0,40,1,21.1,70.0,21.1,70.0,22.7,72.9,7.0,44.7,0,0,0,0,10.0,6.0,3.7,5.9,Himachal Pradesh,Mandi
1634860800,2021-10-22 05:00,20.8,69.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",1.9,3.0,97,E,1008.0,29.77,0.0,0.0,41,2,20.8,69.4,20.8,69.4,21.6,70.8,7.1,44.7,0,0,0,0,10.0,6.0,4.0,6.4,Himachal Pradesh,Mandi
1634864400,2021-10-22 06:00,20.4,68.7,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.0,3.2,91,E,1008.0,29.77,0.0,0.0,42,3,20.4,68.7,20.4,68.7,20.4,68.7,7.1,44.8,0,0,0,0,10.0,6.0,4.3,6.8,Himachal Pradesh,Mandi
1634868000,2021-10-22 07:00,22.1,71.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.4,5.5,97,E,1009.0,29.78,0.0,0.0,39,4,22.0,71.7,22.1,71.8,22.0,71.7,7.4,45.3,0,0,0,0,10.0,6.0,5.4,8.6,Himachal Pradesh,Mandi
1634871600,2021-10-22 08:00,23.9,75.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.8,7.8,103,ESE,1009.0,29.79,0.0,0.0,36,6,23.7,74.6,23.9,75.0,23.7,74.6,7.6,45.7,0,0,0,0,10.0,6.0,6.5,10.4,Himachal Pradesh,Mandi
1634875200,2021-10-22 09:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",6.3,10.1,109,ESE,1009.0,29.81,0.0,0.0,32,7,25.3,77.5,25.6,78.1,25.3,77.5,7.9,46.2,0,0,0,0,10.0,6.0,7.6,12.2,Himachal Pradesh,Mandi
1634878800,2021-10-22 10:00,28.6,83.5,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",8.2,13.2,115,ESE,1009.0,29.79,0.0,0.0,29,6,28.0,82.3,28.6,83.5,28.0,82.3,8.8,47.8,0,0,0,0,10.0,6.0,9.7,15.6,Himachal Pradesh,Mandi
1634882400,2021-10-22 11:00,31.6,88.9,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",10.1,16.3,120,ESE,1008.0,29.76,0.0,0.0,26,6,30.6,87.1,31.6,88.9,30.6,87.1,9.7,49.5,0,0,0,0,10.0,6.0,11.8,19.0,Himachal Pradesh,Mandi
1634886000,2021-10-22 12:00,34.6,94.3,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.1,19.4,126,SE,1007.0,29.74,0.0,0.0,23,5,33.3,91.9,34.6,94.3,33.3,91.9,10.6,51.1,0,0,0,0,10.0,6.0,13.9,22.3,Himachal Pradesh,Mandi
1634889600,2021-10-22 13:00,35.1,95.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.7,20.4,126,SE,1006.0,29.72,0.0,0.0,22,6,33.7,92.6,35.1,95.1,33.7,92.6,10.0,50.0,0,0,0,0,10.0,6.0,14.5,23.4,Himachal Pradesh,Mandi
1634893200,2021-10-22 14:00,35.5,96.0,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.3,21.4,126,SE,1006.0,29.7,0.0,0.0,20,7,34.0,93.3,35.5,96.0,34.0,93.3,9.4,48.9,0,0,0,0,10.0,6.0,15.2,24.5,Himachal Pradesh,Mandi
1634896800,2021-10-22 15:00,36.0,96.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.9,22.3,126,SE,1005.0,29.68,0.0,0.0,19,7,34.4,93.9,36.0,96.8,34.4,93.9,8.8,47.8,0,0,0,0,10.0,6.0,15.9,25.6,Himachal Pradesh,Mandi
1634900400,2021-10-22 16:00,33.2,91.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",13.0,21.0,114,ESE,1005.0,29.68,0.0,0.0,23,11,31.8,89.2,33.2,91.8,31.8,89.2,8.6,47.5,0,0,0,0,10.0,6.0,18.3,29.5,Himachal Pradesh,Mandi
1634904000,2021-10-22 17:00,30.4,86.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",12.2,19.7,102,ESE,1005.0,29.69,0.0,0.0,26,14,29.2,84.6,30.4,86.7,29.2,84.6,8.4,47.1,0,0,0,0,10.0,6.0,20.8,33.5,Himachal Pradesh,Mandi
1634907600,2021-10-22 18:00,27.6,81.7,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",11.4,18.4,90,E,1006.0,29.7,0.0,0.0,30,18,26.6,79.9,27.6,81.7,26.6,79.9,8.2,46.8,0,0,0,0,10.0,6.0,23.3,37.4,Himachal Pradesh,Mandi
1634911200,2021-10-22 19:00,26.9,80.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",10.6,17.0,95,E,1006.0,29.71,0.0,0.0,31,19,26.2,79.2,26.9,80.4,26.2,79.2,8.4,47.1,0,0,0,0,10.0,6.0,21.7,34.9,Himachal Pradesh,Mandi
1634914800,2021-10-22 20:00,26.2,79.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",9.8,15.7,100,E,1006.0,29.71,0.0,0.0,33,20,25.8,78.4,26.2,79.2,25.8,78.4,8.6,47.5,0,0,0,0,10.0,6.0,20.1,32.4,Himachal Pradesh,Mandi
1634918400,2021-10-22 21:00,25.5,77.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.9,14.4,105,ESE,1007.0,29.72,0.0,0.0,35,22,25.4,77.7,25.5,77.9,25.4,77.7,8.8,47.8,0,0,0,0,10.0,6.0,18.6,29.9,Himachal Pradesh,Mandi
1634922000,2021-10-22 22:00,24.1,75.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",8.2,13.2,97,E,1007.0,29.74,0.0,0.0,41,38,25.1,77.1,24.1,75.4,25.1,77.1,9.6,49.3,0,0,0,0,10.0,6.0,17.1,27.5,Himachal Pradesh,Mandi
1634925600,2021-10-22 23:00,22.8,73.0,0,"{'text': 'Patchy rain possible', 'icon': '//cdn.weatherapi.com/weather/64x64/night/176.png', 'code': 1063}",7.5,12.0,90,E,1008.0,29.76,0.03,0.0,47,55,24.7,76.5,22.8,73.0,24.7,76.5,10.5,50.8,0,21,0,0,10.0,6.0,15.6,25.1,Himachal Pradesh,Mandi
1634841000,2021-10-22 00:00,10.9,51.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.0,9.7,63,ENE,1014.0,29.94,0.0,0.0,56,0,9.8,49.6,9.8,49.6,10.9,51.6,2.5,36.5,0,0,0,0,10.0,6.0,12.8,20.5,Himachal Pradesh,Solan
1634844600,2021-10-22 01:00,10.8,51.4,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.1,9.8,63,ENE,1014.0,29.93,0.0,0.0,53,0,9.6,49.3,9.6,49.3,10.8,51.4,1.7,35.0,0,0,0,0,10.0,6.0,12.9,20.8,Himachal Pradesh,Solan
1634848200,2021-10-22 02:00,10.7,51.3,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.2,10.0,64,ENE,1013.0,29.92,0.0,0.0,50,0,9.5,49.0,9.5,49.0,10.7,51.3,0.8,33.5,0,0,0,0,10.0,6.0,13.0,21.0,Himachal Pradesh,Solan
1634851800,2021-10-22 03:00,10.6,51.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,65,ENE,1013.0,29.91,0.0,0.0,48,0,9.3,48.7,9.3,48.7,10.6,51.1,0.0,32.0,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Solan
1634855400,2021-10-22 04:00,11.7,53.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,66,ENE,1013.0,29.92,0.0,0.0,47,1,10.6,51.1,10.6,51.1,11.7,53.0,0.7,33.3,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Solan
1634859000,2021-10-22 05:00,12.7,54.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,67,ENE,1014.0,29.93,0.0,0.0,46,2,11.9,53.4,11.9,53.4,12.7,54.9,1.4,34.5,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Solan
1634862600,2021-10-22 06:00,13.8,56.8,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",6.3,10.1,68,ENE,1014.0,29.94,0.0,0.0,45,3,13.2,55.8,13.2,55.8,13.8,56.8,2.1,35.8,0,0,0,0,10.0,6.0,13.2,21.2,Himachal Pradesh,Solan
1634866200,2021-10-22 07:00,15.9,60.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",5.2,8.4,58,ENE,1014.0,29.93,0.0,0.0,42,2,15.5,60.0,15.5,60.0,15.9,60.7,3.0,37.5,0,0,0,0,10.0,6.0,10.0,16.1,Himachal Pradesh,Solan
1634869800,2021-10-22 08:00,18.1,64.5,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.2,6.7,48,NE,1014.0,29.93,0.0,0.0,39,1,17.9,64.2,17.9,64.2,18.1,64.5,4.0,39.1,0,0,0,0,10.0,6.0,6.8,10.9,Himachal Pradesh,Solan
1634873400,2021-10-22 09:00,20.2,68.4,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.1,5.0,39,NE,1014.0,29.93,0.0,0.0,37,0,20.2,68.4,20.2,68.4,20.2,68.4,4.9,40.8,0,0,0,0,10.0,6.0,3.6,5.8,Himachal Pradesh,Solan
1634877000,2021-10-22 10:00,22.0,71.6,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.7,5.9,114,ESE,1013.0,29.91,0.0,0.0,33,0,21.7,71.1,22.0,71.6,21.7,71.1,5.0,41.0,0,0,0,0,10.0,6.0,4.2,6.7,Himachal Pradesh,Solan
1634880600,2021-10-22 11:00,23.8,74.8,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.2,6.7,190,S,1012.0,29.89,0.0,0.0,30,0,23.3,73.9,23.8,74.8,23.3,73.9,5.1,41.2,0,0,0,0,10.0,6.0,4.8,7.7,Himachal Pradesh,Solan
1634884200,2021-10-22 12:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.7,7.6,266,W,1011.0,29.86,0.0,0.0,27,0,24.8,76.6,25.6,78.1,24.8,76.6,5.2,41.4,0,0,0,0,10.0,6.0,5.4,8.6,Himachal Pradesh,Solan
1634887800,2021-10-22 13:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.8,7.7,264,W,1011.0,29.86,0.0,0.0,29,0,25.0,77.0,25.6,78.1,25.0,77.0,6.4,43.5,0,0,0,0,10.0,6.0,5.4,8.8,Himachal Pradesh,Solan
1634891400,2021-10-22 14:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.8,7.8,262,W,1011.0,29.85,0.0,0.0,32,0,25.2,77.4,25.6,78.1,25.2,77.4,7.6,45.7,0,0,0,0,10.0,6.0,5.5,8.9,Himachal Pradesh,Solan
1634895000,2021-10-22 15:00,25.6,78.1,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",4.9,7.9,261,W,1011.0,29.84,0.0,0.0,34,0,25.4,77.7,25.6,78.1,25.4,77.7,8.8,47.8,0,0,0,0,10.0,6.0,5.6,9.0,Himachal Pradesh,Solan
1634898600,2021-10-22 16:00,23.7,74.7,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",3.9,6.2,193,SSW,1011.0,29.86,0.0,0.0,41,0,23.6,74.4,23.7,74.7,23.6,74.4,9.4,49.0,0,0,0,0,10.0,6.0,4.5,7.2,Himachal Pradesh,Solan
1634902200,2021-10-22 17:00,21.8,71.2,1,"{'text': 'Sunny', 'icon': '//cdn.weatherapi.com/weather/64x64/day/113.png', 'code': 1000}",2.8,4.6,125,SE,1012.0,29.89,0.0,0.0,48,0,21.8,71.2,21.8,71.2,21.7,71.1,10.1,50.1,0,0,0,0,10.0,6.0,3.4,5.4,Himachal Pradesh,Solan
1634905800,2021-10-22 18:00,19.9,67.8,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",1.8,2.9,57,ENE,1013.0,29.91,0.0,0.0,55,0,19.9,67.8,19.9,67.8,19.9,67.8,10.7,51.3,0,0,0,0,10.0,6.0,2.2,3.6,Himachal Pradesh,Solan
1634909400,2021-10-22 19:00,17.2,62.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",2.9,4.7,62,ENE,1014.0,29.93,0.0,0.0,55,0,16.9,62.4,16.9,62.4,17.2,62.9,8.0,46.5,0,0,0,0,10.0,6.0,5.1,8.2,Himachal Pradesh,Solan
1634913000,2021-10-22 20:00,14.4,58.0,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.0,6.5,67,ENE,1014.0,29.95,0.0,0.0,54,1,13.9,57.0,13.9,57.0,14.4,58.0,5.4,41.7,0,0,0,0,10.0,6.0,7.9,12.7,Himachal Pradesh,Solan
1634916600,2021-10-22 21:00,11.7,53.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.1,8.3,72,ENE,1015.0,29.97,0.0,0.0,54,1,10.9,51.6,10.9,51.6,11.7,53.1,2.7,36.9,0,0,0,0,10.0,6.0,10.7,17.3,Himachal Pradesh,Solan
1634920200,2021-10-22 22:00,11.4,52.6,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.4,8.8,73,ENE,1015.0,29.96,0.0,0.0,52,2,10.5,51.0,10.5,51.0,11.4,52.6,1.9,35.4,0,0,0,0,10.0,6.0,11.4,18.4,Himachal Pradesh,Solan
1634923800,2021-10-22 23:00,11.2,52.1,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",5.7,9.2,75,ENE,1015.0,29.96,0.0,0.0,50,3,10.2,50.3,10.2,50.3,11.2,52.1,1.1,34.0,0,0,0,0,10.0,6.0,12.1,19.4,Himachal Pradesh,Solan
1634841000,2021-10-22 00:00,20.5,68.9,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.5,7.2,349,N,1011.0,29.86,0.0,0.0,61,5,20.5,68.9,20.5,68.9,20.5,68.9,12.8,55.0,0,0,0,0,10.0,6.0,9.4,15.1,Himachal Pradesh,Bilaspur
1634844600,2021-10-22 01:00,20.1,68.2,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.5,7.2,345,NNW,1011.0,29.86,0.0,0.0,62,4,20.1,68.2,20.1,68.2,20.1,68.2,12.6,54.7,0,0,0,0,10.0,6.0,9.4,15.1,Himachal Pradesh,Bilaspur
1634848200,2021-10-22 02:00,19.7,67.5,0,"{'text': 'Clear', 'icon': '//cdn.weatherapi.com/weather/64x64/night/113.png', 'code': 1000}",4.5,7.2,341,NNW,1011.0,29.85,0.0,0.0,63,4,19.7,67.5,19.7,67.5,19.7,67.5,12.4,54.3,0,0,0,0,10.0,6.0,9.4,15.1,Himachal Pradesh,Bilaspur
